SUMLEV,REGION,DIVISION,STATE,NAME,CENSUS2000POP,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,NPOPCHG_2000,NPOPCHG_2001,NPOPCHG_2002,NPOPCHG_2003,NPOPCHG_2004,NPOPCHG_2005,NPOPCHG_2006,NPOPCHG_2007,NPOPCHG_2008,NPOPCHG_2009,BIRTHS2000,BIRTHS2001,BIRTHS2002,BIRTHS2003,BIRTHS2004,BIRTHS2005,BIRTHS2006,BIRTHS2007,BIRTHS2008,BIRTHS2009,DEATHS2000,DEATHS2001,DEATHS2002,DEATHS2003,DEATHS2004,DEATHS2005,DEATHS2006,DEATHS2007,DEATHS2008,DEATHS2009,NATURALINC2000,NATURALINC2001,NATURALINC2002,NATURALINC2003,NATURALINC2004,NATURALINC2005,NATURALINC2006,NATURALINC2007,NATURALINC2008,NATURALINC2009,INTERNATIONALMIG2000,INTERNATIONALMIG2001,INTERNATIONALMIG2002,INTERNATIONALMIG2003,INTERNATIONALMIG2004,INTERNATIONALMIG2005,INTERNATIONALMIG2006,INTERNATIONALMIG2007,INTERNATIONALMIG2008,INTERNATIONALMIG2009,DOMESTICMIG2000,DOMESTICMIG2001,DOMESTICMIG2002,DOMESTICMIG2003,DOMESTICMIG2004,DOMESTICMIG2005,DOMESTICMIG2006,DOMESTICMIG2007,DOMESTICMIG2008,DOMESTICMIG2009,NETMIG2000,NETMIG2001,NETMIG2002,NETMIG2003,NETMIG2004,NETMIG2005,NETMIG2006,NETMIG2007,NETMIG2008,NETMIG2009,RESIDUAL2000,RESIDUAL2001,RESIDUAL2002,RESIDUAL2003,RESIDUAL2004,RESIDUAL2005,RESIDUAL2006,RESIDUAL2007,RESIDUAL2008,RESIDUAL2009,RBIRTH2001,RBIRTH2002,RBIRTH2003,RBIRTH2004,RBIRTH2005,RBIRTH2006,RBIRTH2007,RBIRTH2008,RBIRTH2009,RDEATH2001,RDEATH2002,RDEATH2003,RDEATH2004,RDEATH2005,RDEATH2006,RDEATH2007,RDEATH2008,RDEATH2009,RNATURALINC2001,RNATURALINC2002,RNATURALINC2003,RNATURALINC2004,RNATURALINC2005,RNATURALINC2006,RNATURALINC2007,RNATURALINC2008,RNATURALINC2009,RINTERNATIONALMIG2001,RINTERNATIONALMIG2002,RINTERNATIONALMIG2003,RINTERNATIONALMIG2004,RINTERNATIONALMIG2005,RINTERNATIONALMIG2006,RINTERNATIONALMIG2007,RINTERNATIONALMIG2008,RINTERNATIONALMIG2009,RDOMESTICMIG2001,RDOMESTICMIG2002,RDOMESTICMIG2003,RDOMESTICMIG2004,RDOMESTICMIG2005,RDOMESTICMIG2006,RDOMESTICMIG2007,RDOMESTICMIG2008,RDOMESTICMIG2009,RNETMIG2001,RNETMIG2002,RNETMIG2003,RNETMIG2004,RNETMIG2005,RNETMIG2006,RNETMIG2007,RNETMIG2008,RNETMIG2009
040,4,9,41,Oregon,3421399,3421437,3430891,3470382,3517111,3550180,3573505,3617869,3677545,3732957,3782991,3825657,9454,39491,46729,33069,23325,44364,59676,55412,50034,42666,11649,45666,45100,45770,45673,45970,47033,49274,48781,49056,7034,30033,30944,30684,30828,30868,30508,31034,30825,31614,4615,15633,14156,15086,14845,15102,16525,18240,17956,17442,3621,13459,12400,10444,9726,9833,9890,8918,8594,8599,1172,13678,23375,11554,2347,22777,35599,28389,23483,16173,4793,27137,35775,21998,12073,32610,45489,37307,32077,24772,46,-3279,-3202,-4015,-3593,-3348,-2338,-135,1,452,13.234080147,12.908778585,12.952629232,12.822857833,12.784761299,12.893853591,13.298424317,12.980664582,12.894800758,8.703611638,8.8569677279,8.6833837746,8.6550710763,8.5847294272,8.3636103448,8.3756808918,8.2025580805,8.3100177587,4.5304685092,4.0518108569,4.2692454577,4.1677867564,4.2000318715,4.530243246,4.9227434255,4.778106501,4.5847829996,3.9004398174,3.5491985466,2.9555879332,2.7306092282,2.7346651697,2.7112923269,2.4068544884,2.2868705318,2.2603227275,3.9639063692,6.690525486,3.2697111241,0.6589286303,6.3345335676,9.7592816528,7.6618291176,6.2488457877,4.2512151962,7.8643461866,10.239724033,6.2252990573,3.3895378586,9.0691987373,12.47057398,10.068683606,8.5357163195,6.5115379237
040,1,2,42,Pennsylvania,12281054,12281071,12285504,12299533,12326302,12357524,12388368,12418161,12471142,12522531,12566368,12604767,4433,14029,26769,31222,30844,29793,52981,51389,43837,38399,36246,145533,141883,143959,145838,144483,146955,150143,148456,146748,30297,131207,129466,128896,130135,129358,125513,125898,125642,127036,5949,14326,12417,15063,15703,15125,21442,24245,22814,19712,5420,20619,19814,17300,17923,18806,21040,18576,18520,18480,-7020,-24256,-6488,975,-3353,-3395,8205,269,-6422,1346,-1600,-3637,13326,18275,14570,15411,29245,18845,12098,19826,84,3340,1026,-2116,571,-743,2294,8299,8925,-1139,11.839152408,11.523101653,11.664237141,11.786845267,11.648788107,11.808687451,12.014480625,11.834397356,11.660022482,10.673728089,10.514648539,10.443761838,10.517705323,10.429351079,10.085698262,10.074389627,10.015744413,10.093784011,1.1654243189,1.0084531144,1.2204753023,1.2691399445,1.2194370281,1.7229891894,1.9400909982,1.8186529429,1.5662384712,1.6773617221,1.6092043173,1.4017275928,1.4485636646,1.5162137355,1.6906861554,1.4864561923,1.4763501579,1.4683485667,-1.973232743,-0.526926295,0.0789990984,-0.270994475,-0.273718262,0.6593193871,0.0215254477,-0.511939563,0.1069478989,-0.295871021,1.0822780222,1.4807266912,1.1775691901,1.2424954737,2.3500055425,1.50798164,0.9644105945,1.5752964656
040,1,1,44,Rhode Island,1048319,1048315,1050736,1058051,1066034,1071504,1071414,1064989,1060196,1055009,1053502,1053209,2421,7315,7983,5470,-90,-6425,-4793,-5187,-1507,-293,3127,12429,12385,12682,13263,12373,12357,12529,12254,12363,2282,9855,9772,9912,9923,9989,9535,9760,9444,9517,845,2574,2613,2770,3340,2384,2822,2769,2810,2846,1022,3589,3325,2705,3206,3163,3630,3134,3147,3096,510,2177,3061,1548,-5682,-10940,-10502,-11151,-7498,-6172,1532,5766,6386,4253,-2476,-7777,-6872,-8017,-4351,-3076,44,-1025,-1016,-1553,-954,-1032,-743,61,34,-63,11.787819253,11.661491889,11.86598788,12.378448452,11.583020619,11.629105231,11.846605885,11.623368339,11.736778324,9.3466054182,9.2011383725,9.2742210899,9.2612036485,9.3512319539,8.9733364389,9.2284199404,8.9579802998,9.0349364483,2.4412138353,2.4603535169,2.5917667896,3.1172448036,2.2317886653,2.6557687919,2.6181859442,2.6653880392,2.7018418758,3.4038525465,3.1307598331,2.5309491574,2.9921816887,2.961051824,3.4161731802,2.9633061571,2.9850448966,2.9391786534,2.0646940635,2.8821822102,1.4483953034,-5.303049393,-10.24151342,-9.883374859,-10.54365889,-7.112127942,-5.859370365,5.46854661,6.0129420433,3.9793444608,-2.310867705,-7.280461598,-6.467201679,-7.580352732,-4.127083046,-2.920191711
040,3,5,45,South Carolina,4012012,4011832,4023570,4062701,4103934,4146474,4201306,4256199,4339399,4424232,4503280,4561242,11738,39131,41233,42540,54832,54893,83200,84833,79048,57962,13199,56184,55228,54971,56063,56965,59320,63886,61154,60473,8515,37064,37122,37820,37763,38321,38382,39129,39734,42027,4684,19120,18106,17151,18300,18644,20938,24757,21420,18446,2416,7494,5917,1572,9720,7940,9250,6856,7439,7265,4527,14117,18936,25873,28986,30206,53843,52884,49720,31480,6943,21611,24853,27445,38706,38146,63093,59740,57159,38745,111,-1600,-1726,-2056,-2174,-1897,-831,336,469,771,13.896145702,13.525276935,13.325644017,13.431834572,13.470875867,13.802413747,14.579801454,13.700121602,13.342788511,9.1671426792,9.0911372922,9.1680314477,9.047435366,9.0620106048,8.9306177418,8.9298602372,8.9014722131,9.2728552041,4.7290030225,4.4341396426,4.157612569,4.3843992055,4.4088652623,4.8717960054,5.6499412173,4.7986493885,4.069933307,1.8535119587,1.4490668433,0.3810720633,2.3287628567,1.8776223011,2.1522644498,1.5646482605,1.6665337442,1.6029526984,3.4915970538,4.6374057369,6.2719322487,6.94460084,7.1430049406,12.528040516,12.068970042,11.138601662,6.9457606259,5.3451090125,6.0864725802,6.653004312,9.2733636967,9.0206272417,14.680304965,13.633618303,12.805135406,8.5487133243
040,2,4,46,South Dakota,754844,754835,755694,758983,762107,766975,774283,780084,788519,797035,804532,812383,859,3289,3124,4868,7308,5801,8435,8516,7497,7851,2619,10477,10450,10750,11262,11567,11550,12275,12039,12174,1596,6988,6959,6851,7067,7061,6926,7127,6782,6913,1023,3489,3491,3899,4195,4506,4624,5148,5257,5261,231,873,654,241,909,731,850,671,697,688,-360,-1584,-1372,395,1839,62,2206,2625,1392,1619,-129,-711,-718,636,2748,793,3056,3296,2089,2307,-35,511,351,333,365,502,755,72,151,283,13.833972524,13.740146868,14.060724016,14.614036067,14.883228993,14.726479549,15.483547076,15.034026051,15.058305477,9.2270497274,9.1500174217,8.9609321148,9.1704309077,9.0853704434,8.8307876499,8.9899177196,8.4692054719,8.5508514671,4.6069227961,4.5901294466,5.0997919013,5.4436051589,5.7978585495,5.8956918991,6.493629356,6.5648205788,6.5074540096,1.1527210092,0.85990967,0.3152218128,1.1795559212,0.94057581,1.0837668932,0.8463918605,0.8703975544,0.8510032995,-2.091535027,-1.803969522,0.5166498592,2.3863623092,0.0797752397,2.8126938429,3.311145505,1.7382975548,2.0025789853,-0.938814018,-0.944059852,0.831871672,3.5659182304,1.0203510497,3.8964607361,4.1575373655,2.6086951092,2.8535822848
040,3,6,47,Tennessee,5689283,5689276,5703243,5755443,5803306,5856522,5916762,5995748,6089453,6172862,6240456,6296254,13967,52200,47863,53216,60240,78986,93705,83409,67594,55798,19254,79221,77661,77684,79676,80351,82761,85716,86763,85502,12954,55475,55693,56332,57290,56842,56209,57223,57896,59640,6300,23746,21968,21352,22386,23509,26552,28493,28867,25862,2761,10607,9763,7382,10724,10455,11196,9538,9608,9474,4859,11673,11617,20809,23925,41944,55804,44867,28467,20605,7620,22280,21380,28191,34649,52399,67000,54405,38075,30079,47,6174,4515,3673,3205,3078,153,511,652,-143,13.827239877,13.437613361,13.325067917,13.535051053,13.490188046,13.696255445,13.980394404,13.979018341,13.640261281,9.6826110777,9.6365099718,9.662578213,9.7322038609,9.5432448745,9.3021208336,9.3331479415,9.3280458939,9.5144579399,4.1446287995,3.8011033893,3.662489704,3.802847192,3.9469431715,4.3941346114,4.647246462,4.6509724475,4.1258033407,1.8513466553,1.6892831569,1.2662279409,1.821751688,1.7552975821,1.8528446486,1.5556605747,1.5480148015,1.5114013166,2.0374063832,2.0100791184,3.5693493935,4.0642865661,7.042008779,9.2350967104,7.3178677925,4.5865255365,3.2871463087,3.8887530385,3.6993622753,4.8355773344,5.8860382541,8.7973063611,11.087941359,8.8735283672,6.134540338,4.7985476253
040,3,7,48,Texas,20851820,20851818,20945963,21332847,21710788,22057801,22418319,22801920,23369024,23837701,24304290,24782302,94145,386884,377941,347013,360518,383601,567104,468677,466589,478012,85893,365068,368000,375679,380621,384022,391602,401415,407022,409295,35327,152908,155416,152305,155068,155202,155713,157356,161440,163758,50566,212160,212584,223374,225553,228820,235889,244059,245582,245537,33061,126597,114199,88034,102575,99134,103276,89396,88695,88116,10576,40517,45694,29694,31835,53210,232616,129966,131171,143423,43637,167114,159893,117728,134410,152344,335892,219362,219866,231539,-58,7610,5464,5911,555,2437,-4677,5256,1141,936,17.26954945,17.098927635,17.1666032,17.115746607,16.984518812,16.96313595,17.006687077,16.909230032,16.676448021,7.2333161695,7.2213231991,6.9595572295,6.9730902786,6.8642715489,6.7450646017,6.6666772584,6.7068268946,6.6722089812,10.036233281,9.8776044356,10.207045971,10.142656329,10.120247264,10.218071348,10.340009819,10.202403137,10.004239039,5.9886737588,5.3061968396,4.0227022169,4.6125876088,4.3844969506,4.4736360599,3.7874264737,3.684725046,3.5902268383,1.9166575407,2.1231478243,1.3568634803,1.4315547309,2.3533710204,10.07629387,5.5062493744,5.4493383957,5.8436731562,7.9053312995,7.4293446639,5.3795656972,6.0441423398,6.737867971,14.54992993,9.2936758481,9.1340634416,9.4338999945
040,4,8,49,Utah,2233169,2233204,2244314,2291250,2334473,2379938,2438915,2499637,2583724,2663796,2727343,2784572,11110,46936,43223,45465,58977,60722,84087,80072,63547,57229,12347,47707,48209,49735,50741,50675,52668,54470,55841,57126,2983,12525,13003,13100,13538,13193,13423,13802,14127,14568,9364,35182,35206,36635,37203,37482,39245,40668,41714,42558,2505,9593,8511,6674,6963,6709,6967,6111,5971,5957,-808,-6414,-4304,-8194,-2491,9331,19202,21788,15849,8623,1697,3179,4207,-1520,4472,16040,26169,27899,21820,14580,49,8575,3810,10350,17302,7200,18673,11505,13,91,21.036854512,20.84387673,21.099136244,21.059368277,20.522209749,20.721723285,20.760282953,20.715845019,20.72818612,5.5230176446,5.6220400573,5.5574280647,5.6187644653,5.3428616323,5.2811515846,5.2603896698,5.240822023,5.2860031405,15.513836868,15.221836673,15.541708179,15.440603812,15.179348117,15.4405717,15.499893283,15.475022996,15.44218298,4.2301244123,3.6798571812,2.831318695,2.8898993184,2.7169907293,2.7410998353,2.3291002226,2.2151163233,2.1614992249,-2.828314185,-1.860898286,-3.476150043,-1.033855982,3.7788404374,7.5548441277,8.3041131811,5.8796480669,3.1288581192,1.4018102269,1.8189588957,-0.644831348,1.8560433365,6.4958311667,10.295943963,10.633213404,8.0947643902,5.290357344
040,1,1,50,Vermont,608827,608821,609903,612153,614950,616559,618145,618814,619985,620460,621049,621760,1082,2250,2797,1609,1586,669,1171,475,589,711,1648,6537,6321,6514,6662,6505,6198,6587,6507,6407,1176,5162,5075,5118,5151,5137,4970,5188,5083,5206,472,1375,1246,1396,1511,1368,1228,1399,1424,1201,206,816,687,514,530,461,504,445,417,421,381,666,1475,540,51,-554,-156,-1316,-1236,-975,587,1482,2162,1054,581,-93,348,-871,-819,-554,23,-607,-611,-841,-506,-606,-405,-53,-16,64,10.698364068,10.302313661,10.578891425,10.791250373,10.517729367,10.00646594,10.620382202,10.48240488,10.310514327,8.4480580268,8.2715142902,8.3117541163,8.3437001905,8.3058533064,8.0239005682,8.3647400731,8.1884223151,8.3777957836,2.2503060416,2.0307993705,2.2671373088,2.4475501821,2.2118760606,1.9825653718,2.2556421284,2.2939825648,1.9327185432,1.3354543491,1.1197104074,0.8347482641,0.8585053584,0.7453763625,0.8136913252,0.7174844511,0.6717631527,0.6774975077,1.0899664173,2.404036173,0.8769728845,0.082610893,-0.89574513,-0.251856839,-2.121819186,-1.991125316,-1.569026294,2.4254207663,3.5237465804,1.7117211486,0.9411162513,-0.150368767,0.5618344865,-1.404334735,-1.319362163,-0.891528787
040,3,5,51,Virginia,7078515,7079048,7104533,7191304,7283541,7373694,7468914,7563887,7646996,7719749,7795424,7882590,25485,86771,92237,90153,95220,94973,83109,72753,75675,87166,24069,99003,98850,99940,103094,103663,106002,108730,107514,107039,13145,56498,56730,56839,58134,57813,57268,57900,58334,59505,10924,42505,42120,43101,44960,45850,48734,50830,49180,47534,8276,26916,19314,3932,31325,22379,28380,20740,22029,20928,6490,16469,30295,40908,20785,28559,7521,-584,2739,18238,14766,43385,49609,44840,52110,50938,35901,20156,24768,39166,-205,881,508,2212,-1850,-1815,-1526,1767,1727,466,13.850605599,13.658177341,13.636951308,13.891628749,13.791574837,13.937652403,14.15133784,13.859207371,13.654663148,7.9041192202,7.8384259037,7.7557602099,7.8333942391,7.6915805644,7.5298718687,7.5357533427,7.5196067746,7.5908849169,5.9464863792,5.8197514378,5.8811910978,6.0582345097,6.0999942725,6.4077805345,6.6155844976,6.3396005961,6.0637782311,3.7655717535,2.6686296123,0.5365268415,4.2209563171,2.9773559831,3.7315387936,2.6993354806,2.839671849,2.6697258977,2.3040273892,4.185882474,5.5819532129,2.8007207359,3.7995580464,0.9888972258,-0.076008289,0.3530737298,2.3265701893,6.0695991427,6.8545120863,6.1184800544,7.021677053,6.7769140295,4.7204360194,2.6233271913,3.1927455788,4.996296087
040,4,9,53,Washington,5894121,5894143,5911122,5987785,6056187,6113262,6184289,6261282,6372243,6464979,6566073,6664195,16979,76663,68402,57075,71027,76993,110961,92736,101094,98122,20673,80647,78952,79571,81796,81743,84846,88347,88170,87579,10502,44434,44739,45169,45789,46190,45537,46493,47432,47744,10171,36213,34213,34402,36007,35553,39309,41854,40738,39835,7172,25865,22669,15521,24236,22435,24135,20121,20332,19956,-491,16855,13707,10312,14691,23251,50501,31276,40243,38201,6681,42720,36376,25833,38927,45686,74636,51397,60575,58157,127,-2270,-2187,-3160,-3907,-4246,-2984,-515,-219,130,13.55536269,13.110624967,13.077173831,13.302811267,13.13607869,13.431880651,13.764192907,13.532291944,13.239187596,7.4685851398,7.4292766539,7.4233434891,7.4468485636,7.4227209021,7.2089143766,7.2434674729,7.2798420266,7.2173897006,6.0867775502,5.6813483127,5.6538303419,5.8559627035,5.7133577881,6.2229662743,6.5207254342,6.2524499173,6.0217978956,4.3474581321,3.7643727501,2.5508139276,3.9415978027,3.6052986239,3.8207863601,3.1347903775,3.1205462153,3.0167189357,2.8330333198,2.2761593933,1.6947357271,2.3892562023,3.7364296102,7.994759974,4.8727053252,6.17647754,5.7747885379,7.1804914519,6.0405321434,4.2455496547,6.330854005,7.3417282341,11.815546334,8.0074957027,9.2970237553,8.7915074736
040,3,5,54,West Virginia,1808344,1808344,1806962,1798582,1799411,1802238,1803302,1803920,1807237,1811198,1814873,1819777,-1382,-8380,829,2827,1064,618,3317,3961,3675,4904,5101,20624,20599,20702,21154,20667,20925,21642,21115,20397,4891,21220,20839,20760,21514,21174,20569,20794,20883,20664,210,-596,-240,-58,-360,-507,356,848,232,-267,130,764,642,442,676,602,686,595,540,558,-1709,-6984,2010,4403,2438,2269,3508,2651,2922,4510,-1579,-6220,2652,4845,3114,2871,4194,3246,3462,5068,-13,-1564,-1583,-1960,-1690,-1746,-1233,-133,-19,103,11.440159931,11.450272416,11.495845375,11.734164647,11.458679283,11.589083499,11.962077528,11.646214318,11.22363914,11.770761916,11.583680124,11.528052845,11.933857342,11.739782026,11.391916773,11.493366607,11.518252125,11.370558376,-0.330601984,-0.133407708,-0.032207469,-0.199692695,-0.281102743,0.1971667252,0.4687109206,0.1279621938,-0.146919236,0.4237918051,0.3568656192,0.245443129,0.3749785053,0.333774855,0.3799336335,0.3288714596,0.2978430373,0.3070446948,-3.874033988,1.1172895556,2.4449911693,1.3523633076,1.258031804,1.9428676183,1.465274352,1.6116617683,2.4816694867,-3.450242183,1.4741551748,2.6904342983,1.7273418129,1.591806659,2.3228012518,1.7941458117,1.9095048056,2.7887141816
040,2,3,55,Wisconsin,5363675,5363708,5374254,5408769,5446766,5476796,5511385,5541443,5571680,5601571,5627610,5654774,10546,34515,37997,30030,34589,30058,30237,29891,26039,27164,17334,68812,68520,69165,70752,70357,71017,73286,72837,72799,10725,47011,46607,46719,46500,46275,45900,47031,46593,46508,6609,21801,21913,22446,24252,24082,25117,26255,26244,26291,2318,9234,8630,7386,7203,7374,7739,6921,6744,6798,1538,1265,6340,727,1768,-2075,-4663,-3139,-6532,-5672,3856,10499,14970,8113,8971,5299,3076,3782,212,1126,81,2215,1114,-529,1366,677,2044,-146,-417,-253,12.76302573,12.623974774,12.66345172,12.87783665,12.731040418,12.78074579,13.118115757,12.972807189,12.904896696,8.7194472274,8.5867716331,8.5538032374,8.4636392502,8.3734226209,8.2605042705,8.4184987879,8.2985571254,8.2443568664,4.043578503,4.0372031411,4.1096484828,4.4141973999,4.357617797,4.5202415199,4.6996169691,4.6742500633,4.6605398292,1.7126922571,1.5899723045,1.3523061434,1.3110450219,1.3343191444,1.3927678115,1.2388516109,1.2011561662,1.2050644616,0.2346280816,1.1680677184,0.133106765,0.3218003053,-0.375469518,-0.839188048,-0.561877649,-1.163397402,-1.005461257,1.9473203386,2.7580400229,1.4854129084,1.6328453272,0.9588496265,0.5535797633,0.6769739622,0.0377587644,0.1996032044
040,4,8,56,Wyoming,493782,493783,493958,492982,497069,499189,502988,506242,512841,523414,532981,544270,175,-976,4087,2120,3799,3254,6599,10573,9567,11289,1512,6198,6258,6670,6734,7112,7345,7854,7998,7952,960,4003,4129,4049,4137,4079,4173,4348,4162,4237,552,2195,2129,2621,2597,3033,3172,3506,3836,3715,125,435,239,-144,613,388,527,335,399,361,-501,-3171,2140,138,1037,315,3252,6678,5302,7192,-376,-2736,2379,-6,1650,703,3779,7013,5701,7553,-1,-435,-421,-495,-448,-482,-352,54,30,21,12.560034045,12.641773,13.390105776,13.438743855,14.093913181,14.41492008,15.158431081,15.142063338,14.763504513,8.111941962,8.3409844543,8.1284165347,8.25602663,8.0833903075,8.1897156561,8.3917568552,7.8796283587,7.8663189916,4.4480920826,4.3007885452,5.2616892411,5.1827172246,6.0105228739,6.225204424,6.7666742259,7.2624349793,6.8971855213,0.881512554,0.4828034111,-0.289081744,1.2233367958,0.7689030251,1.0342631562,0.6465590033,0.7553992588,0.6702244881,-6.425922548,4.3230096227,0.2770366712,2.06949471,0.6242382807,6.3822083187,12.888719475,10.037911955,13.352505591,-5.544409995,4.8058130339,-0.012045073,3.2928315058,1.3931413057,7.4164714748,13.535278479,10.793311214,14.022730079
040,X,X,72,Puerto Rico Commonwealth,3808610,3808603,3814413,3837768,3858272,3876637,3893931,3910722,3926744,3941235,3954553,3967288,5810,23355,20504,18365,17294,16791,16022,14491,13318,12735,14865,57722,54427,51837,51021,50963,49716,47732,46182,45598,7138,28672,28446,28227,28711,29384,29144,28932,28783,28987,7727,29050,25981,23610,22310,21579,20572,18800,17399,16611,-1917,-5695,-5477,-5246,-5016,-4788,-4550,-4309,-4082,-3876,0,0,0,0,0,0,0,0,0,0,-1917,-5695,-5477,-5246,-5016,-4788,-4550,-4309,-4082,-3876,0,0,0,0,0,0,0,0,0,0,15.08641785,14.14415726,13.40338975,13.13185857,13.05964532,12.6867536,12.13323015,11.69788247,11.51197051,7.493811242,7.392373221,7.298599117,7.389678592,7.529867119,7.437097654,7.35436635,7.290722598,7.318248372,7.592606605,6.751784034,6.104790632,5.74217998,5.529778198,5.249655948,4.778863797,4.407159868,4.193722141,-1.488464531,-1.423329401,-1.356447762,-1.291025315,-1.226960379,-1.161089566,-1.09532575,-1.033968997,-0.978560413,0,0,0,0,0,0,0,0,0,-1.488464531,-1.423329401,-1.356447762,-1.291025315,-1.226960379,-1.161089566,-1.09532575,-1.033968997,-0.978560413
